Orderregel,MachineNaam,Sum of VOCA in uur,Status
182046,Laser 1,0.37,InProgress
182048,Laser 1,0.37,InProgress
182050,Laser 1,0.37,InProgress
182052,Laser 1,0.37,InProgress
182549,Laser 2,0.25,InProgress
182550,Laser 2,0.25,InProgress
182551,Laser 2,0.25,InProgress
182593,Zünd Groot,0.53,InProgress
182851,Laser 1,0.27,InProgress
182906,Zwenkarm stans,5.03,InProgress
183105,Degel 1,2.07,InProgress
183345,Chiesa 150 ton,2.8,InProgress
184037,Laser 4,4.7,InProgress
184200,Laser 2,3,InProgress
184219,Giant,0.25,InProgress
184254,Laser 2,1.78,InProgress
184260,Sysco,0.56,InProgress
184262,Sysco,4.91,InProgress
184332,Quad,46.25,InProgress
184333,Quad,80.17,InProgress
184334,Quad,46.25,InProgress
184337,Quad,12.33,InProgress
184339,Stikken Secrid,58.58,InProgress
184342,Quad,27.75,InProgress
184344,,0.03,InProgress
184352,Zünd Groot,0.25,InProgress
184354,Laserstansen,0.68,InProgress
184355,Laserstansen,0.69,InProgress
184356,Laserstansen,1.19,InProgress
184499,Flash_Cut 2,0.25,InProgress
184589,Laser 4,15,InProgress
184637,Laser 4,0.29,InProgress
180218,Degel 3,4.08,InProgress
181498,Degel 3,1.53,InProgress
183960,Degel 2,2.21,InProgress
183961,Degel 1,2.54,InProgress
184133,Zünd Groot,0.25,InProgress
184446,Laser 4,0.85,InProgress
184447,Laser 4,0.29,InProgress
184448,Laser 4,0.13,InProgress
184504,Laser 4,3.7,InProgress
184674,Laser 4,11.88,InProgress
184684,Stikken Secrid,40.08,InProgress
172513,Laser 1,68.15,InProgress
181594,Degel 2,16.72,InProgress
182907,Zwenkarm stans,5.03,InProgress
183011,Chiesa,2.76,InProgress
183012,Chiesa,1.7,InProgress
183015,Chiesa,5.41,InProgress
183016,Chiesa,3.78,InProgress
183019,Chiesa,4.11,InProgress
183020,Chiesa,5.44,InProgress
183809,Degel 1,0.5,InProgress
184061,Chiesa,15.83,InProgress
184062,Assemblage drankverpakkingen,118.93,InProgress
184195,Giant,0.67,InProgress
184197,Giant,0.8,InProgress
184232,Flash_Cut 2,0.25,InProgress
184374,Laser 1,2,InProgress
184450,Giant,0.72,InProgress
184451,Giant,0.6,InProgress
184452,Giant,0.42,InProgress
184453,Giant,0.18,InProgress
184454,Giant,0.35,InProgress
184455,Giant,0.31,InProgress
184517,Laser 1,0.78,InProgress
184518,Laser 1,0.06,InProgress
184519,Laser 1,0.17,InProgress
184521,Laser 1,0.03,InProgress
184547,Laser 4,0.25,InProgress
184549,Laser 4,1,InProgress
184550,Laser 4,0.5,InProgress
184551,Laser 4,0.25,InProgress
184552,Laser 4,0.5,InProgress
184553,Laser 4,1,InProgress
184554,Laser 4,2.5,InProgress
184555,Laser 4,1.75,InProgress
184556,Laser 4,1.28,InProgress
184557,Laser 4,0.75,InProgress
184558,Laser 4,0.25,InProgress
184559,Laser 4,1,InProgress
184560,Laser 4,0.25,InProgress
184561,Laser 4,0.25,InProgress
184562,Laser 4,0.25,InProgress
184563,Laser 4,2.63,InProgress
184564,Laser 4,0.25,InProgress
184565,Laser 4,0.5,InProgress
184566,Laser 4,0.32,InProgress
184567,Laser 4,0.08,InProgress
184568,Laser 4,0.5,InProgress
184569,Laser 4,0.25,InProgress
184570,Laser 4,1.5,InProgress
184571,Laser 4,1.5,InProgress
184572,Laser 4,0.5,InProgress
184573,Laser 4,0.25,InProgress
184574,Laser 4,0.25,InProgress
184575,Laser 4,0.25,InProgress
184576,Laser 4,0.25,InProgress
184577,Laser 4,0.25,InProgress
184578,Laser 4,0.11,InProgress
184579,Laser 4,0.5,InProgress
184580,Laser 4,0.25,InProgress
184581,Laser 4,0.25,InProgress
184582,,0.01,InProgress
184583,,0.01,InProgress
184717,Laser 4,4.5,InProgress
183799,Flash_Cut 2,1.72,InProgress
184008,Flash_Cut 1,8.39,InProgress
184009,Laserstansen,24.64,InProgress
184010,Flash_Cut 1,4.25,InProgress
184011,Laserstansen,4.54,InProgress
184021,Quad,23.36,InProgress
184022,Quad,12.88,InProgress
184304,Quad,83.18,InProgress
184305,Quad,16.78,InProgress
184306,Quad,8.39,InProgress
184369,Degel 1,5.82,InProgress
184417,Assemblage Secrid,8.89,InProgress
184418,Assemblage Secrid,8.89,InProgress
184419,Assemblage Secrid,10,InProgress
184420,Assemblage Secrid,3.33,InProgress
184421,Assemblage Secrid,3.33,InProgress
184462,Flash_Cut 5,0.25,InProgress
184515,Laser 4,0.29,InProgress
184516,Laser 4,0.04,InProgress
184520,Laser 4,0.05,InProgress
184592,Slitmachine,0.25,InProgress
184700,Flash_Cut 5,0.25,InProgress
184718,Laser 4,14.8,InProgress
184770,Stikken Secrid,0,InProgress
184771,Stikken Secrid,0,InProgress
184890,Assemblage drankverpakkingen,181.05,InProgress
183977,Giant,1836,InProgress
183978,Giant,920.7,InProgress
184365,Degel 1,6.15,InProgress
182042,Laser 1,0.37,InProgress
182054,Laser 1,0.37,InProgress
182778,Giant,0.28,InProgress
184290,Giant,0.9,InProgress
184383,Giant,0.25,InProgress
184508,Laser 1,12.01,InProgress
184539,Laser 4,5.13,InProgress
184540,Laser 4,4.5,InProgress
184541,Laser 4,4.88,InProgress
184545,Zünd Groot,3.19,InProgress
184546,Zünd Groot,3.05,InProgress
184584,Flash_Cut 2,1.82,InProgress
184585,Flash_Cut 2,0.68,InProgress
184659,Quad,15.42,InProgress
184660,Stikken Secrid,24.67,InProgress
184661,Quad,9.25,InProgress
184662,Quad,3.08,InProgress
184663,Quad,9.25,InProgress
184664,Stikken Secrid,49.33,InProgress
184665,Quad,27.75,InProgress
184666,Quad,18.5,InProgress
184667,Quad,27.75,InProgress
184668,Stikken Secrid,27.75,InProgress
184671,Quad,18.5,InProgress
184675,,0.03,InProgress
183517,Laser 3,24.34,InProgress
184067,Chiesa,15.79,InProgress
184068,Assemblage drankverpakkingen,290.12,InProgress
184163,Laser 2,0.25,InProgress
184244,Laser 1,0.25,InProgress
184608,Giant,1.14,InProgress
184609,Giant,0.29,InProgress
184610,Giant,0.46,InProgress
184790,Guidoline,6.09,InProgress
184819,Flash_Cut 2,5.25,InProgress
184820,Flash_Cut 2,10,InProgress
180719,Chiesa,29.3,InProgress
181581,Chiesa 150 ton,20.25,InProgress
184040,Giant,1.27,InProgress
184130,Laser 2,10.11,InProgress
184131,Laser 2,18.51,InProgress
184132,Laser 2,5.85,InProgress
184386,Giant,2.96,InProgress
184387,Giant,1.25,InProgress
184422,Chiesa 150 ton,1.73,InProgress
184424,Chiesa 150 ton,0.42,InProgress
181394,Laser 3,13.33,InProgress
183627,Verzenden,0.25,InProgress
183628,Laser 2,8.01,InProgress
183629,Laser 2,8.01,InProgress
183781,Quad,73.02,InProgress
183782,Quad,29.36,InProgress
183783,Quad,16.78,InProgress
183815,Verzenden,0.25,InProgress
183817,Freesmachine,0.55,InProgress
183818,Buigmachine,0.88,InProgress
183819,Assemblage 1,1.2,InProgress
183852,Verzenden,0.25,InProgress
183853,Laser 3,0.05,InProgress
183854,Buigmachine,0.44,InProgress
183856,Laser 3,0.06,InProgress
183857,Buigmachine,0.17,InProgress
183858,Laser 3,0.02,InProgress
183860,Buigmachine,0.16,InProgress
183862,Laser 3,0.32,InProgress
184314,Laser 3,1.77,InProgress
184316,Laser 3,0.9,InProgress
184321,Freesmachine,0.25,InProgress
184322,Buigmachine,0.25,InProgress
184362,Giant,0.25,InProgress
184485,Quad,37.75,InProgress
184486,Quad,12.58,InProgress
184487,Quad,4.28,InProgress
184614,Laser 4,2.14,InProgress
184615,Laser 4,1.69,InProgress
184618,Brugstans,3.83,InProgress
184773,Assemblage Secrid,5.56,InProgress
184774,Assemblage Secrid,20,InProgress
184775,Assemblage Secrid,11.11,InProgress
184776,Assemblage Secrid,1.11,InProgress
184822,Giant,3.38,InProgress
184916,Basic Wallets,0.02,InProgress
184918,Quad,0.02,InProgress
184973,Giant,0.25,InProgress
185078,Stikken Secrid,0,InProgress
185082,,0,InProgress
185083,Stikken Secrid,0,InProgress
185084,Stikken Secrid,0,InProgress
185085,Stikken Secrid,0,InProgress
185086,Stikken Secrid,0,InProgress
185087,Stikken Secrid,0,InProgress
185088,Stikken Secrid,0,InProgress
185089,Stikken Secrid,0,InProgress
183625,Degel 1,0.78,InProgress
184070,Chiesa,15.76,InProgress
184071,Assemblage drankverpakkingen,290.12,InProgress
184303,Giant,5.67,InProgress
184690,Degel 1,2.44,InProgress
184696,Degel 1,2.47,InProgress
184769,Brugstans,1.34,InProgress
184772,Brugstans,1.27,InProgress
185058,Zünd Groot,3.58,InProgress
185059,Zünd Groot,1.06,InProgress
184247,Laser 1,1.12,InProgress
184248,Laser 4,0.65,InProgress
184249,Laser 4,2.17,InProgress
184685,Laser 1,0.46,InProgress
184742,Laser 4,1.95,InProgress
184745,Laser 4,7.58,InProgress
184746,Laser 4,5.5,InProgress
184750,Atom,7.83,InProgress
184797,Giant,0.25,InProgress
184830,Laser 4,2.91,InProgress
184833,Laser 4,1.76,InProgress
184834,Laser 4,1.93,InProgress
184891,Stikken Secrid,24.67,InProgress
184892,Quad,12.33,InProgress
184900,Stikken Secrid,40.08,InProgress
184977,Laser 4,0.63,InProgress
184978,Laser 4,4.5,InProgress
184979,Laser 4,9,InProgress
184983,Flash_Cut 2,15.42,InProgress
184984,Quad,33.92,InProgress
184985,Quad,64.75,InProgress
184986,Quad,107.92,InProgress
184996,Laser 3,4.5,InProgress
184997,Laser 3,4.88,InProgress
184998,,0.01,InProgress
184999,Laser 4,5.5,InProgress
185000,Laser 4,5,InProgress
185192,Laser 1,0.75,InProgress
185193,Laser 1,0.67,InProgress
185194,Laser 1,0.67,InProgress
185199,Laser 1,0.33,InProgress
185200,Laser 1,0.33,InProgress
185201,Laser 1,0.33,InProgress
185202,Laser 4,0.02,InProgress
184168,Laser 1,8.27,InProgress
185125,Laser 4,4.5,InProgress
185126,Laser 4,9,InProgress
185127,Laser 3,9,InProgress
183983,Flash_Cut 2,2.41,InProgress
183984,Flash_Cut 2,1.2,InProgress
184401,Freesmachine,0.33,InProgress
184402,Buigmachine,0.45,InProgress
184403,Assemblage 1,0.27,InProgress
184468,Quad,3.92,InProgress
184473,Quad,15.1,InProgress
184474,Quad,7.55,InProgress
184479,Quad,19.88,InProgress
184480,Quad,5.03,InProgress
184868,Quad,20.97,InProgress
184869,Quad,3.48,InProgress
184870,Quad,12.84,InProgress
185004,Giant,1.78,InProgress
185072,Snijmachine,0.25,InProgress
185090,Assemblage Secrid,5.56,InProgress
185091,Assemblage Secrid,31.11,InProgress
185092,Assemblage Secrid,6.67,InProgress
185097,Laser 3,0.59,InProgress
185297,Laser 1,0.88,InProgress
185435,,0,InProgress
185436,Stikken Secrid,0,InProgress
185437,Stikken Secrid,0,InProgress
185439,Stikken Secrid,0,InProgress
185440,Stikken Secrid,0,InProgress
185441,Stikken Secrid,0,InProgress
185443,Stikken Secrid,0,InProgress
185444,Stikken Secrid,0,InProgress
185445,Stikken Secrid,0,InProgress
185446,Stikken Secrid,0,InProgress
181080,Laser 1,0.25,InProgress
182586,Laser 1,0.58,InProgress
182841,Laser 1,0.55,InProgress
182845,Laser 1,0.42,InProgress
182848,Laser 1,0.58,InProgress
182855,Laser 2,0.63,InProgress
182888,Zünd Groot,0.25,InProgress
183081,Laser 1,0.25,InProgress
183083,Laser 1,0.25,InProgress
183085,Laser 1,0.25,InProgress
183251,Sysco,0.45,InProgress
183769,Quad,27.68,InProgress
183770,Quad,7.13,InProgress
183867,Flash_Cut 5,2.03,InProgress
183878,Chiesa 150 ton,62.4,InProgress
183931,Laser 1,0.58,InProgress
184295,Laser 3,0.47,InProgress
184296,Laser 3,0.46,InProgress
184297,Laser 4,0.47,InProgress
184298,Laser 3,0.5,InProgress
184299,Laser 3,1.24,InProgress
184300,Laser 3,0.43,InProgress
184301,Laser 3,0.18,InProgress
184302,Laser 3,0.12,InProgress
184629,Zünd Groot,0.48,InProgress
184631,Zünd Groot,0.28,InProgress
184942,Zünd Groot,0.53,InProgress
185102,Flash_Cut 5,0.49,InProgress
185114,Laser 1,0.78,InProgress
185115,Laser 1,0.18,InProgress
185155,Giant,19,InProgress
185358,Laser 3,0.38,InProgress
185359,Laser 4,0.38,InProgress
185361,Laser 4,0.04,InProgress
185415,Zünd Groot,12.1,InProgress
184073,Chiesa,15.92,InProgress
184074,Assemblage drankverpakkingen,296.13,InProgress
184325,Laser 3,0.25,InProgress
185033,Atom,1.98,InProgress
185175,Laser 2,0.53,InProgress
185181,Giant,1.82,InProgress
185381,Giant,1.24,InProgress
185520,Laser 1,4.35,InProgress
173107,Laser 2,96.43,InProgress
184908,Stikken Secrid,49.33,InProgress
184911,,0,InProgress
184923,Atom,12.44,InProgress
184924,Giant,0,InProgress
185119,Flash_Cut 2,6.58,InProgress
185187,Giant,0.37,InProgress
185188,Giant,0.44,InProgress
185225,Degel 4,4.3,InProgress
185283,Giant,3.24,InProgress
185367,Flash_Cut 3,0.72,InProgress
185409,Laser 2,0.42,InProgress
185489,Zünd Groot,4.41,InProgress
185490,Zünd Groot,1.89,InProgress
185503,Degel 4,4.42,InProgress
185570,Degel 4,12.26,InProgress
185584,Laser 2,1.09,InProgress
185654,Quad,30.83,InProgress
185655,Flash_Cut 2,3.08,InProgress
185656,Quad,12.33,InProgress
185657,Quad,70.92,InProgress
185658,Quad,49.33,InProgress
185659,Quad,12.33,InProgress
185660,Quad,37,InProgress
185661,Laser 2,0.35,InProgress
185662,Laser 1,0.68,InProgress
184919,Freesmachine,2.01,InProgress
184920,Freesmachine,1.01,InProgress
185110,Snijmachine,1.14,InProgress
185111,Snijmachine,1.39,InProgress
185219,Snijmachine,1.22,InProgress
185220,Snijmachine,0.97,InProgress
177837,Zwenkarm stans,5.02,InProgress
184076,Chiesa,15.83,InProgress
184077,Assemblage drankverpakkingen,299.98,InProgress
184394,Laser 3,0.29,InProgress
184396,Laser 3,0.28,InProgress
184397,Laser 3,1.04,InProgress
184398,Laser 3,2.17,InProgress
184399,Laser 3,1.71,InProgress
184492,Flash_Cut 2,12.17,InProgress
184706,Laser 4,6.42,InProgress
184710,Freesmachine,1.03,InProgress
184711,Buigmachine,1.33,InProgress
184712,Assemblage 1,1.56,InProgress
184713,Freesmachine,0.86,InProgress
184714,Buigmachine,1,InProgress
184715,Assemblage 1,2.11,InProgress
184762,Giant,24.09,InProgress
184861,Quad,61.24,InProgress
184862,Quad,20.49,InProgress
184863,Quad,9.23,InProgress
184881,Quad,57.59,InProgress
184882,Quad,16.65,InProgress
184883,Quad,17.87,InProgress
185122,Laser 2,1.96,InProgress
185345,Chiesa,2.17,InProgress
185346,Chiesa,1.34,InProgress
185426,Assemblage Secrid,6.67,InProgress
185427,Assemblage Secrid,6.67,InProgress
185428,Assemblage Secrid,34.44,InProgress
185429,Assemblage Secrid,3.33,InProgress
185431,Assemblage Secrid,1.11,InProgress
185432,Assemblage Secrid,3.33,InProgress
185455,Laser 4,2.31,InProgress
185466,Quad,35.65,InProgress
185467,Quad,9.48,InProgress
185468,Quad,6.71,InProgress
173108,Laser 2,96.43,InProgress
183509,Chiesa,17.25,InProgress
184027,Chiesa,6.1,InProgress
185588,Laser 1,0.57,InProgress
185776,Zünd Groot,8,InProgress
185783,,1.78,InProgress
182557,Hengsel,51.94,InProgress
182909,Chiesa,2.5,InProgress
182910,Chiesa,5,InProgress
182911,Chiesa,1.67,InProgress
183067,Chiesa 150 ton,16.1,InProgress
183875,Chiesa 150 ton,16.6,InProgress
184525,Quad,16.28,InProgress
184526,Quad,4.44,InProgress
184527,Quad,3.89,InProgress
184622,Snijmachine,1.14,InProgress
184625,Snijmachine,2.11,InProgress
184787,Atom,4.17,InProgress
184849,Quad,14.14,InProgress
184850,Quad,2.81,InProgress
184851,Quad,2.22,InProgress
184913,Laser 2,9.33,InProgress
184914,Laser 2,0,InProgress
184933,Chiesa 150 ton,5.87,InProgress
184934,Chiesa 150 ton,11.07,InProgress
185020,Chiesa,11.26,InProgress
185041,Giant,36.14,InProgress
185137,Giant,46.25,InProgress
185261,Flash_Cut 5,1.93,InProgress
185262,Laser 2,0.81,InProgress
185419,Degel 4,2.58,InProgress
185425,Degel 4,5.5,InProgress
185504,Degel 4,6.5,InProgress
185506,Degel 4,10.22,InProgress
185507,Degel 4,3.39,InProgress
185629,Giant,0.91,InProgress
185630,Giant,0.91,InProgress
185631,Giant,1.96,InProgress
185642,Quad,37,InProgress
185643,Quad,21.58,InProgress
185644,Quad,18.5,InProgress
185647,Quad,18.5,InProgress
185648,Quad,37,InProgress
185650,Quad,24.67,InProgress
185651,Flash_Cut 2,12.33,InProgress
185652,Quad,12.33,InProgress
185677,Giant,1.61,InProgress
185886,Atom Groot,59.3,InProgress
185890,Chiesa,6.6,InProgress
185940,Laser 2,0.21,InProgress
184107,Quad,5.46,InProgress
184144,Basic Wallets,8.83,InProgress
184639,Basic Wallets,0.52,InProgress
184658,Quad,0.25,InProgress
185024,Chiesa,3.07,InProgress
185719,Verzenden,0,InProgress
185720,Giant,0.96,InProgress
185723,Giant,0.12,InProgress
185725,Laserstansen,1.33,InProgress
185726,Laserstansen,0.21,InProgress
186002,Stikken Secrid,40.08,InProgress
186003,Stikken Secrid,3.08,InProgress
186004,Flash_Cut 2,18.5,InProgress
186005,Quad,24.67,InProgress
175779,Degel 3,5.22,InProgress
175780,Degel 3,4.77,InProgress
183825,Zünd Groot,16.34,InProgress
184930,Degel 1,31.5,InProgress
185581,Laser 4,2,InProgress
185699,Giant,0.46,InProgress
185808,Giant,36,InProgress
185809,Giant,29.9,InProgress
185810,Giant,4.85,InProgress
182661,Laser 4,1.06,InProgress
182662,Laser 4,7.11,InProgress
182908,Zwenkarm stans,5.03,InProgress
184046,Giant,1.03,InProgress
184051,Giant,1.28,InProgress
184226,Freesmachine,1.07,InProgress
184272,Giant,0.46,InProgress
184274,Giant,0.48,InProgress
184275,Giant,1.42,InProgress
184347,Buigmachine,1.37,InProgress
184348,Assemblage 1,3.48,InProgress
184349,Freesmachine,0.16,InProgress
184350,Buigmachine,0.33,InProgress
184351,Assemblage 1,0.28,InProgress
184730,Laser 3,0.37,InProgress
184732,Laser 3,0.26,InProgress
184733,Buigmachine,0.03,InProgress
184758,Snijmachine,7.04,InProgress
184785,Laser 4,0.37,InProgress
184838,Quad,16.83,InProgress
184926,Snijmachine,3.51,InProgress
185044,Laser 4,0.67,InProgress
185047,Freesmachine,0.57,InProgress
185048,Buigmachine,0.33,InProgress
185049,Assemblage 1,0.58,InProgress
185165,Laser 4,4.83,InProgress
185166,Laser 4,0.33,InProgress
185167,Laser 4,1.2,InProgress
185402,Quad,13.92,InProgress
185403,Quad,10.44,InProgress
185404,Quad,10,InProgress
185566,Laser 2,13.31,InProgress
185593,Laser 4,0.36,InProgress
185594,Laser 4,0.42,InProgress
185696,Laser 4,0.4,InProgress
185697,Buigmachine,0.42,InProgress
185765,Assemblage Secrid,0,InProgress
185766,Assemblage Secrid,0,InProgress
185767,Assemblage Secrid,0,InProgress
185768,Assemblage Secrid,0,InProgress
185769,Assemblage Secrid,0,InProgress
186053,Stikken Secrid,0,InProgress
186054,Stikken Secrid,0,InProgress
186056,Stikken Secrid,0,InProgress
186077,Laser 4,0.58,InProgress
186081,Laser 3,8.01,InProgress
182966,Laser 1,0.25,InProgress
183193,Laser 1,0.58,InProgress
183900,Laser 1,0.42,InProgress
184160,Degel 4,22.47,InProgress
184161,Degel 4,42.03,InProgress
184269,Laser 1,0.36,InProgress
184381,Laser 1,0.01,InProgress
184390,Laser 1,0.46,InProgress
184590,Laser 1,0.25,InProgress
184780,Giant,0.56,InProgress
184781,Giant,0.31,InProgress
184806,Laser 1,0.25,InProgress
185169,Laser 4,0.64,InProgress
185170,Buigmachine,1.33,InProgress
185197,Giant,2.34,InProgress
185203,Giant,3.06,InProgress
185473,Degel 2,5.94,InProgress
185479,Laser 2,8.02,InProgress
185625,Atom,3.66,InProgress
185680,Degel 1,0.74,InProgress
185681,Degel 1,0.39,InProgress
185891,Degel 4,52.39,InProgress
184079,Chiesa,15.86,InProgress
184080,Assemblage drankverpakkingen,275.24,InProgress
185248,Giant,3.65,InProgress
185293,Degel 1,4.12,InProgress
185360,Degel 1,0.01,InProgress
185384,Zünd Groot,7.83,InProgress
185476,Laser 1,1.7,InProgress
185500,Laser 4,9.79,InProgress
185514,Chiesa,11.36,InProgress
185517,Zünd Groot,1.32,InProgress
185518,Zünd Groot,1.06,InProgress
185575,Laser 2,4.44,InProgress
185578,Flash_Cut 2,6.58,InProgress
185579,Degel 2,6.33,InProgress
185618,Degel 1,6.16,InProgress
185666,Atom,70,InProgress
185811,Freesmachine,1.75,InProgress
185821,Giant,7.67,InProgress
185824,Giant,5.25,InProgress
185843,Laser 2,0.93,InProgress
185916,Degel 1,6.89,InProgress
186328,Flash_Cut 2,3.08,InProgress
186329,Quad,24.67,InProgress
180725,Freesmachine,5.04,InProgress
180726,Buigmachine,5.08,InProgress
180727,Assemblage 1,10,InProgress
184801,Brugstans,0.25,InProgress
184856,Flash_Cut 2,8.85,InProgress
184875,Quad,5.56,InProgress
184876,Quad,2.22,InProgress
185234,Degel 1,6.05,InProgress
185598,Snijmachine,0.83,InProgress
185602,Snijmachine,4.87,InProgress
185636,Laser 4,13.58,InProgress
185927,Giant,3.93,InProgress
185928,Giant,3.93,InProgress
185935,Zünd Groot,244.44,InProgress
186154,Giant,1.96,InProgress
186330,Quad,12.33,InProgress
186332,Stikken Secrid,15.42,InProgress
186333,Quad,43.17,InProgress
183342,Zünd Groot,0.25,InProgress
186024,Laser 2,1.55,InProgress
186040,Degel 1,0.7,InProgress
186159,Zünd Groot,3.78,InProgress
186401,Laser 2,0.27,InProgress
182544,Chiesa 150 ton,59.25,InProgress
183876,Chiesa 150 ton,33.2,InProgress
184944,Laser 3,1.07,InProgress
184945,Laser 4,0.45,InProgress
184948,Freesmachine,1.85,InProgress
184949,Buigmachine,1.67,InProgress
184950,Assemblage 1,2.5,InProgress
185394,Quad,34.97,InProgress
185542,Quad,15.14,InProgress
185547,Quad,26.78,InProgress
185548,Quad,7.89,InProgress
185779,Giant,1.66,InProgress
185852,Quad,21.47,InProgress
185853,Quad,6.67,InProgress
185866,Quad,17.72,InProgress
185868,Quad,2.81,InProgress
185922,Laser 2,19.43,InProgress
185948,Laser 4,0.44,InProgress
185949,Buigmachine,0.82,InProgress
185992,Snijmachine,1.76,InProgress
186058,Assemblage Secrid,0,InProgress
186060,Assemblage Secrid,0,InProgress
186061,Assemblage Secrid,0,InProgress
186062,Assemblage Secrid,0,InProgress
186063,Assemblage Secrid,0,InProgress
186064,Assemblage Secrid,0,InProgress
186065,Assemblage Secrid,0,InProgress
186066,Assemblage Secrid,0,InProgress
186067,Assemblage Secrid,0,InProgress
186068,Assemblage Secrid,0,InProgress
186082,Snijmachine,1.22,InProgress
186180,Snijmachine,0.97,InProgress
186296,Laser 4,0.31,InProgress
186297,Laser 4,0.06,InProgress
186298,Laser 4,0.28,InProgress
186381,Laser 3,0.58,InProgress
172517,Laser 1,68.15,InProgress
185388,Zünd Groot,20.4,InProgress
186033,Giant,2.32,InProgress
186277,Laser 3,0.81,InProgress
186284,,0.06,InProgress
181745,Atom,51.5,InProgress
181746,,0,InProgress
184412,Sysco,0.43,InProgress
184532,Quad,14.08,InProgress
184533,Quad,4.39,InProgress
185537,Flash_Cut 2,16.91,InProgress
185611,Laser 2,0.67,InProgress
185789,Laser 4,0.6,InProgress
185790,Laser 4,0.83,InProgress
185791,Laser 4,0.38,InProgress
185925,Zünd Groot,24.19,InProgress
185995,Degel 4,2.42,InProgress
185998,Degel 4,2.74,InProgress
185999,Degel 4,3.68,InProgress
186074,Atom,25.83,InProgress
186075,,0,InProgress
186170,Laserstansen,13.62,InProgress
186222,Degel 2,0.61,InProgress
186224,Quad,18.52,InProgress
186225,Quad,9.26,InProgress
186226,Quad,24.69,InProgress
186227,Stikken Secrid,43.21,InProgress
186228,Quad,18.52,InProgress
186231,Stikken Secrid,15.43,InProgress
186232,Quad,18.52,InProgress
186234,Stikken Secrid,18.52,InProgress
186235,Quad,37.03,InProgress
186236,,0,InProgress
186317,Atom Groot,58.33,InProgress
186634,Quad,21.6,InProgress
184202,Chiesa,15.92,InProgress
184203,Assemblage drankverpakkingen,299.98,InProgress
185932,Sysco,19.2,InProgress
186007,Degel 4,22.08,InProgress
186009,Degel 4,6.25,InProgress
186140,Degel 4,14.62,InProgress
186518,Laser 1,0.25,InProgress
186637,Flash_Cut 1,27.78,InProgress
186639,Quad,21.6,InProgress
186640,Quad,37.03,InProgress
186644,Stikken Secrid,21.6,InProgress
182765,Degel 2,16.39,InProgress
185214,Laser 4,10.67,InProgress
185285,Flash_Cut 5,0.75,InProgress
185389,Zünd Groot,27.6,InProgress
185390,Zünd Groot,34.44,InProgress
185729,Chiesa,2.19,InProgress
185803,Snijmachine,0.6,InProgress
185946,Laser 4,0.31,InProgress
185950,Laser 4,6.13,InProgress
185951,Laser 4,0.28,InProgress
185952,Laser 2,0.17,InProgress
185953,Laser 4,0.63,InProgress
186030,Laser 4,4.39,InProgress
186481,Laser 3,0.56,InProgress
186501,Laser 1,0.28,InProgress
186503,Laser 1,0.02,InProgress
186506,Laser 1,0.34,InProgress
182913,Zwenkarm stans,5.03,InProgress
184754,Chiesa,0.5,InProgress
184966,Chiesa 150 ton,0.25,InProgress
184967,Chiesa 150 ton,0.25,InProgress
184968,Chiesa 150 ton,0.25,InProgress
184969,Chiesa 150 ton,0.25,InProgress
184970,Chiesa 150 ton,0.25,InProgress
184971,Chiesa 150 ton,0.25,InProgress
185141,Flash_Cut 5,1.38,InProgress
185239,Laser 4,3.86,InProgress
185241,Laser 3,2.5,InProgress
185242,Laser 4,0.38,InProgress
185244,Laser 4,0.67,InProgress
185245,Buigmachine,1,InProgress
185553,Quad,20.28,InProgress
185554,Quad,5.6,InProgress
185555,Quad,3,InProgress
185693,Giant,22.61,InProgress
185827,Giant,2.06,InProgress
186084,Laser 3,2.08,InProgress
186085,Laser 3,8.31,InProgress
186198,Quad,5.83,InProgress
186206,Quad,5.56,InProgress
186211,Quad,5.83,InProgress
186309,Laser 3,0.81,InProgress
186318,Giant,1.71,InProgress
186319,Giant,1.46,InProgress
186374,Snijmachine,5.17,InProgress
186384,Quad,14.42,InProgress
186385,Quad,5.56,InProgress
186404,Laser 4,0.34,InProgress
186408,Laser 4,0.22,InProgress
186448,Assemblage Secrid,0,InProgress
186451,Assemblage Secrid,0,InProgress
186452,Assemblage Secrid,0,InProgress
186453,Assemblage Secrid,0,InProgress
186454,Assemblage Secrid,0,InProgress
186670,Zünd Groot,3.83,InProgress
186707,Zünd Groot,12.23,InProgress
187384,Laser 3,6.61,InProgress
184991,Chiesa,7.32,InProgress
185621,Chiesa,5.72,InProgress
186155,Degel 3,5.05,InProgress
186174,Atom,27.27,InProgress
186175,Giant,0,InProgress
186389,Quad,10.25,InProgress
186390,Quad,2.78,InProgress
186429,Laser 3,3.17,InProgress
186457,Laser 1,3.39,InProgress
186532,Quad,40.12,InProgress
186535,Stikken Secrid,49.38,InProgress
186536,Quad,24.69,InProgress
186537,Quad,24.69,InProgress
186538,Quad,27.78,InProgress
186543,Stikken Secrid,30.86,InProgress
186544,Quad,58.64,InProgress
186632,Giant,0.25,InProgress
186769,Chiesa,2.99,InProgress
186879,Laser 3,0.5,InProgress
186885,Laser 3,0.5,InProgress
184205,Chiesa,15.86,InProgress
184206,Assemblage drankverpakkingen,290.12,InProgress
185093,Giant,0.25,InProgress
185205,Giant,2.65,InProgress
185223,Laser 1,2.98,InProgress
185627,Atom,3.25,InProgress
186243,Chiesa 150 ton,46.15,InProgress
186292,Giant,0.25,InProgress
